county,income_source,inc_lab,Percent,se,margin,lower,upper,ci,county_rank
Pibor,crop_production,Farm/crop production,0.9095789391938768,0.020081450552593777,0.0393596430830838,0.870219296110793,0.9489385822769606,87% - 94.9%,1
Pibor,cattle_production,Cattle production/sales,0.821546011010962,0.04323789258556197,0.08474626946770146,0.7367997415432606,0.9062922804786635,73.7% - 90.6%,2
Pibor,bush_products,Wild bush sales,0.7739973238086912,0.03038236753970454,0.059549440377820895,0.7144478834308703,0.8335467641865122,71.4% - 83.4%,3
Pibor,goat_production,Goat production/sales,0.7434719048211011,0.04976396964922087,0.0975373805124729,0.6459345243086283,0.841009285333574,64.6% - 84.1%,4
Pibor,fishing,Fishing and sales,0.7226232630907532,0.030579870302138743,0.05993654579219194,0.6626867172985612,0.7825598088829452,66.3% - 78.3%,5
Pibor,honey,Honey production/sales,0.6620151522148048,0.03543272619216042,0.06944814333663442,0.5925670088781704,0.7314632955514392,59.3% - 73.1%,6
Pibor,sheep_production,Sheep production/sales,0.6398324131988425,0.051547104269218436,0.10103232436766814,0.5388000888311744,0.7408647375665107,53.9% - 74.1%,7
Pibor,Agwage_within,Ag wage labor in village,0.5849632714328784,0.037000961751742105,0.07252188503341453,0.5124413863994639,0.6574851564662929,51.2% - 65.7%,8
Pibor,gifts,Gifts/inheritance,0.5817107200936245,0.0478844786290516,0.09385357811294112,0.4878571419806833,0.6755642982065656,48.8% - 67.6%,9
Pibor,safety_net,Food / cash safety net,0.565253635572589,0.053707213844657035,0.10526613913552779,0.4599874964370612,0.6705197747081169,46% - 67.1%,10
Pibor,nonAgwage_within,Wage labor in village,0.5387660060925684,0.03689708195391656,0.07231828062967646,0.4664477254628919,0.6110842867222449,46.6% - 61.1%,11
Pibor,salary,Salaried work,0.20299426002625873,0.02685708291587191,0.05263988251510894,0.15035437751114977,0.2556341425413677,15% - 25.6%,12
Pibor,Agwage_without,Ag wage labor outside village,0.19717885841811728,0.026023803152868577,0.05100665417962241,0.14617220423849486,0.2481855125977397,14.6% - 24.8%,13
Pibor,nonAgwage_without,Wage labor outside village,0.1702813418824214,0.025799129280547166,0.050566293389872445,0.11971504849254894,0.22084763527229384,12% - 22.1%,14
Pibor,ownbiz_ag,Other self-employment ag,0.14025349887244887,0.027180344986962972,0.05327347617444742,0.08698002269800145,0.19352697504689628,8.7% - 19.4%,15
Pibor,petty_trade_other,Petty trade other products,0.1334875771724588,0.029164524902538843,0.05716246880897613,0.07632510836348266,0.19065004598143492,7.6% - 19.1%,16
Pibor,petty_trade_own,Petty trade own products,0.13063489853379007,0.03440250410388421,0.06742890804361304,0.06320599049017703,0.1980638065774031,6.3% - 19.8%,17
Pibor,rent,Rental of land/property,0.1296634525138886,0.01769432486741468,0.034680876740132774,0.09498257577375584,0.16434432925402137,9.5% - 16.4%,18
Pibor,ownbiz_nonag,Other self-employment non-ag,0.1139833100028471,0.028563820663520294,0.055985088500499776,0.057998221502347326,0.16996839850334688,5.8% - 17%,19
Pibor,remit,Remittances,0.06178520928951346,0.017821836769271352,0.03493080006777185,0.026854409221741614,0.0967160093572853,2.7% - 9.7%,20
Ulang,fishing,Fishing and sales,0.7869730880100688,0.04611894363783756,0.09039312953016163,0.6965799584799072,0.8773662175402305,69.7% - 87.7%,1
Ulang,cattle_production,Cattle production/sales,0.5733346071037778,0.07096673694005441,0.13909480440250666,0.43423980270127116,0.7124294115062845,43.4% - 71.2%,2
Ulang,goat_production,Goat production/sales,0.5245005844472183,0.08138115599500534,0.15950706575021045,0.3649935186970078,0.6840076501974287,36.5% - 68.4%,3
Ulang,crop_production,Farm/crop production,0.47807622416924617,0.07348463461439049,0.14402988384420537,0.33404634032504077,0.6221061080134516,33.4% - 62.2%,4
Ulang,sheep_production,Sheep production/sales,0.33718622901439654,0.06812996391160182,0.13353472926673957,0.20365149974765698,0.47072095828113614,20.4% - 47.1%,5
Ulang,nonAgwage_within,Wage labor in village,0.32034193604413236,0.07777148038105576,0.1524321015468693,0.16790983449726307,0.4727740375910017,16.8% - 47.3%,6
Ulang,bush_products,Wild bush sales,0.2681221456044813,0.06939900713812873,0.1360220539907323,0.13210009161374897,0.4041441995952136,13.2% - 40.4%,7
Ulang,honey,Honey production/sales,0.26504944825323623,0.047638451175807235,0.09337136430458218,0.17167808394865405,0.35842081255781844,17.2% - 35.8%,8
Ulang,petty_trade_own,Petty trade own products,0.25349013827551564,0.06182130644507589,0.12116976063234874,0.1323203776431669,0.3746598989078644,13.2% - 37.5%,9
Ulang,safety_net,Food / cash safety net,0.24933498521374775,0.06994673265823934,0.1370955960101491,0.11223938920359866,0.38643058122389684,11.2% - 38.6%,10
Ulang,ownbiz_nonag,Other self-employment non-ag,0.2399188841648279,0.07631526099721807,0.14957791155454742,0.09034097261028048,0.38949679571937534,9% - 38.9%,11
Ulang,gifts,Gifts/inheritance,0.16631618432177137,0.04853285364336918,0.09512439314100359,0.07119179118076778,0.26144057746277494,7.1% - 26.1%,12
Ulang,ownbiz_ag,Other self-employment ag,0.1638989680899664,0.05249490237844934,0.10289000866176069,0.06100895942820571,0.2667889767517271,6.1% - 26.7%,13
Ulang,nonAgwage_without,Wage labor outside village,0.12136220307729914,0.04077124522390777,0.07991164063885924,0.041450562438439906,0.20127384371615836,4.1% - 20.1%,14
Ulang,petty_trade_other,Petty trade other products,0.08704304423256025,0.03486546208148389,0.06833630567970841,0.018706738552851834,0.15537934991226865,1.9% - 15.5%,15
Ulang,Agwage_within,Ag wage labor in village,0.08586680247309256,0.03465058417758471,0.06791514498806603,0.01795165748502653,0.15378194746115859,1.8% - 15.4%,16
Ulang,Agwage_without,Ag wage labor outside village,0.07953710620685242,0.03329357897935324,0.06525541479953235,0.014281691407320066,0.1447925210063848,1.4% - 14.5%,17
Ulang,remit,Remittances,0.056339066839075386,0.02437549189089937,0.04777596410616276,0.008563102732912622,0.10411503094523815,0.9% - 10.4%,18
Ulang,salary,Salaried work,0.04627835343256896,0.014881974366430944,0.02916866975820465,0.01710968367436431,0.07544702319077361,1.7% - 7.5%,19
Ulang,rent,Rental of land/property,0.04271891921270996,0.024249759315262003,0.047529528257913525,-0.0048106090452035635,0.0902484474706235,-0.5% - 9%,20
Uror,cattle_production,Cattle production/sales,0.7485894161228224,0.03012572496112717,0.059046420923809254,0.6895429951990131,0.8076358370466317,69% - 80.8%,1
Uror,goat_production,Goat production/sales,0.42747379081569853,0.03150312789940191,0.06174613068282775,0.3657276601328708,0.4892199214985263,36.6% - 48.9%,2
Uror,crop_production,Farm/crop production,0.3829247170134458,0.044809860234478124,0.08782732605957712,0.2950973909538687,0.47075204307302293,29.5% - 47.1%,3
Uror,fishing,Fishing and sales,0.32486800608518107,0.031448685929962,0.06163942442272552,0.26322858166245555,0.3865074305079066,26.3% - 38.7%,4
Uror,nonAgwage_within,Wage labor in village,0.294298919864162,0.04892717268535362,0.0958972584632931,0.1984016614008689,0.3901961783274551,19.8% - 39%,5
Uror,bush_products,Wild bush sales,0.28662455420638294,0.04945982139572477,0.09694124993562056,0.18968330427076238,0.3835658041420035,19% - 38.4%,6
Uror,sheep_production,Sheep production/sales,0.17602974465331445,0.033974093919777196,0.0665892240827633,0.10944052057055115,0.24261896873607774,10.9% - 24.3%,7
Uror,gifts,Gifts/inheritance,0.13430313611132258,0.04712718075471591,0.09236927427924319,0.041933861832079394,0.22667241039056577,4.2% - 22.7%,8
Uror,safety_net,Food / cash safety net,0.09047809125122273,0.03174236720106903,0.0622150397140953,0.028263051537127437,0.15269313096531803,2.8% - 15.3%,9
Uror,ownbiz_nonag,Other self-employment non-ag,0.08900183366019947,0.03732594591910461,0.07315885400144503,0.015842979658754433,0.1621606876616445,1.6% - 16.2%,10
Uror,Agwage_within,Ag wage labor in village,0.07758983869021853,0.023748914223953768,0.04654787187894938,0.031041966811269146,0.12413771056916792,3.1% - 12.4%,11
Uror,ownbiz_ag,Other self-employment ag,0.07606471207639007,0.020214245492788305,0.03961992116586508,0.036444790910524986,0.11568463324225514,3.6% - 11.6%,12
Uror,honey,Honey production/sales,0.043572719970857814,0.010599358472639141,0.020774742606372715,0.0227979773644851,0.06434746257723054,2.3% - 6.4%,13
Uror,petty_trade_other,Petty trade other products,0.039365920694732055,0.012259499796817933,0.024028619601763147,0.015337301092968908,0.0633945402964952,1.5% - 6.3%,14
Uror,salary,Salaried work,0.03545824274296395,0.009501812874520454,0.018623553234060092,0.016834689508903856,0.05408179597702404,1.7% - 5.4%,15
Uror,petty_trade_own,Petty trade own products,0.03189947256726632,0.010930122485750175,0.021423040072070344,0.010476432495195979,0.05332251263933667,1% - 5.3%,16
Uror,Agwage_without,Ag wage labor outside village,0.017281376903360308,0.005978174955178526,0.01171722291214991,0.005564153991210397,0.02899859981551022,0.6% - 2.9%,17
Uror,nonAgwage_without,Wage labor outside village,0.01528300077433685,0.0056692960191405874,0.01111182019751555,0.004171180576821299,0.0263948209718524,0.4% - 2.6%,18
Uror,remit,Remittances,0.01035611838730418,0.006063443054553998,0.011884348386925836,-0.001528229999621657,0.022240466774230014,-0.2% - 2.2%,19
Uror,rent,Rental of land/property,0.008994348159561396,0.00493609155520071,0.009674739448193392,-6.803912886319957e-4,0.01866908760775479,-0.1% - 1.9%,20
Wau,crop_production,Farm/crop production,0.49700918254611326,0.06538077910860818,0.12814632705287202,0.36886285549324127,0.6251555095989852,36.9% - 62.5%,1
Wau,salary,Salaried work,0.32854342099472145,0.040146053807806725,0.07868626546330118,0.24985715553142027,0.4072296864580226,25% - 40.7%,2
Wau,safety_net,Food / cash safety net,0.25496737777705375,0.06186822368209168,0.1212617184168997,0.13370565936015405,0.37622909619395345,13.4% - 37.6%,3
Wau,ownbiz_nonag,Other self-employment non-ag,0.22023491505587842,0.028894316620062588,0.05663286057532267,0.16360205448055576,0.2768677756312011,16.4% - 27.7%,4
Wau,petty_trade_other,Petty trade other products,0.2178900223796871,0.03826700420387149,0.07500332823958812,0.14288669414009897,0.29289335061927524,14.3% - 29.3%,5
Wau,bush_products,Wild bush sales,0.2155995758250956,0.05625943177464792,0.11026848627830993,0.10533108954678566,0.3258680621034055,10.5% - 32.6%,6
Wau,Agwage_within,Ag wage labor in village,0.20963579623458742,0.0430276768109796,0.08433424654952001,0.1253015496850674,0.29397004278410743,12.5% - 29.4%,7
Wau,rent,Rental of land/property,0.20872868231973427,0.03899288498375146,0.07642605456815287,0.13230262775158141,0.2851547368878871,13.2% - 28.5%,8
Wau,nonAgwage_within,Wage labor in village,0.20269063289701075,0.03491927748819832,0.06844178387686871,0.13424884902014206,0.27113241677387945,13.4% - 27.1%,9
Wau,nonAgwage_without,Wage labor outside village,0.16864080636455894,0.036630640904644,0.07179605617310224,0.0968447501914567,0.24043686253766117,9.7% - 24%,10
Wau,petty_trade_own,Petty trade own products,0.1637086105387084,0.03375256063668879,0.06615501884791003,0.09755359169079836,0.22986362938661842,9.8% - 23%,11
Wau,ownbiz_ag,Other self-employment ag,0.15390305716473313,0.025860762914163324,0.05068709531176011,0.10321596185297302,0.20459015247649323,10.3% - 20.5%,12
Wau,remit,Remittances,0.1351000279292749,0.025161000647346356,0.04931556126879886,0.08578446666047604,0.18441558919807374,8.6% - 18.4%,13
Wau,Agwage_without,Ag wage labor outside village,0.1339916552356477,0.02651566564732205,0.05197070466875122,0.08202095056689648,0.18596235990439894,8.2% - 18.6%,14
Wau,gifts,Gifts/inheritance,0.12207994786156169,0.024596248587820214,0.048208647232127616,0.07387130062943408,0.17028859509368932,7.4% - 17%,15
Wau,honey,Honey production/sales,0.10887469789043652,0.02804008795282753,0.05495857238754196,0.05391612550289456,0.16383327027797848,5.4% - 16.4%,16
Wau,fishing,Fishing and sales,0.10473297669912149,0.03140567497428893,0.0615551229496063,0.04317785374951519,0.1662880996487278,4.3% - 16.6%,17
Wau,cattle_production,Cattle production/sales,0.09422138811377462,0.023324824645110147,0.04571665630441589,0.04850473180935873,0.13993804441819052,4.9% - 14%,18
Wau,sheep_production,Sheep production/sales,0.07353854846760365,0.016954703808506957,0.03323121946467364,0.040307329002930006,0.10676976793227728,4% - 10.7%,19
Wau,goat_production,Goat production/sales,0.07097327109378104,0.019637109283738644,0.03848873419612774,0.0324845368976533,0.10946200528990879,3.2% - 10.9%,20
